AP Inventory
AP Name,Ethernet MAC,AP IP Address,Location,Model,Controller Name,Primary Controller Name,Admin Status,Serial Number,AP Type,Secondary Controller Name,AP Mode
5MTR010915/01-01AI-LAB_KOMP,00:1F:64:ED:49:C2,10.15.15.26,SMUn_5_MTR_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400442,CAPWAP,,FitAP
SBWSBW00008/01-03AI-MSK_GD_WNITA,00:1F:64:ED:49:C5,0.0.0.0,Taman_Polres_Sumbawa_03,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
5SBW020093/01-02AI-LAP_TENGAH,00:1F:64:ED:49:E6,10.15.11.110,SMP_1_Labuhan_SBW_02,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400454,CAPWAP,,FitAP
5SBW019102/01-04AI-DP_R_KLS_3,00:1F:64:ED:49:E9,10.15.12.119,SMP_2_SBW_BESAR_04,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400455,CAPWAP,,FitAP
SBWSBW00026/01-01AI-LAB_KOMP,00:1F:64:ED:49:EC,0.0.0.0,SMA_ISLAM_SBW_BESAR_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
5MTR011064/01-02AI-DP_R_LP3I,00:1F:64:ED:49:EF,10.15.11.156,SMK_Bina_Bangsa_Mataram_02,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:01010600P13413400457,CAPWAP,,FitAP
MTRMTR00012/01-04AI-LOBBY_DP,00:1F:64:ED:49:F5,10.15.11.126,Hotel_Crown_Mataram_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400459,CAPWAP,,FitAP
5BIM019071/01-02AI-DP_MUSHALLA,00:1F:64:ED:49:FB,10.15.12.48,MAN_2_Kota_Bima_02,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:01010600P13413400461,CAPWAP,,FitAP
MTRMTR00011/01-01AI-PINTU_MASUK,00:1F:64:ED:4A:04,10.15.11.159,MGM_Supermarket_Mataram_02,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400464,CAPWAP,,FitAP
SBWSBW00025/01-04AI-DP_MUSHALLA,00:1F:64:ED:4A:07,10.15.12.179,TK_YAYASAN_SANDY_PUTRA_04,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400465,CAPWAP,,FitAP
5MTR002676/01-04AI-PRPUS_UTRA,00:1F:64:ED:4A:16,10.15.13.227,IAIN_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400470,CAPWAP,,FitAP
5BIM019081/01-01AI-DP_KANTIN,00:1F:64:ED:4A:25,0.0.0.0,SMPN_1_Kota_Bima_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
SBWSBW00025/01-03AI-BL_R_TU,00:1F:64:ED:4A:2B,10.15.12.178,TK_YAYASAN_SANDY_PUTRA_03,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400477,CAPWAP,,FitAP
5BIM019077/01-03AI-DP_R_AKSLRSI,00:1F:64:ED:4A:34,10.15.12.215,PLASA-SAPE,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400480,CAPWAP,,FitAP
SBWSBW00013/01-01AI-AT_KANTIN,00:1F:64:ED:4A:3D,10.15.12.31,SMK_KESEHATAN_SBW_BESAR_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400483,CAPWAP,,FitAP
5BIM019077/01-01AI-DP_R_GURU,00:1F:64:ED:4A:49,10.15.14.134,SMAN_4_Kota_Bima_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400487,CAPWAP,,FitAP
autoap,00:1F:64:ED:4A:52,0.0.0.0,Not set,AE5100-E2AN2T,WAC-D7-BLK02,WAC-D7-BLK02,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PTR02,FitAP
5BIM019071/01-01AI-DP_R_GURU,00:1F:64:ED:4A:55,0.0.0.0,MAN_2_Kota_Bima_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
MTRMTR00012/02-05AI-LOBBY_AT,00:1F:64:ED:4A:58,10.15.11.133,Hotel_Crown_Mataram_02,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13413400492,CAPWAP,,FitAP
5MTR011064/01-01AI-DP_R_TU,00:1F:64:ED:4A:5E,10.15.11.8,SMK_Bina_Bangsa_Mataram_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:01010600P13413400494,CAPWAP,,FitAP
5MTR011101/01-01AI-DP_R_TU,00:1F:64:ED:4A:61,0.0.0.0,SMPN_10_Mataram_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
5BIM019072/02-02AI-DP_R_KELAS,00:1F:64:ED:4A:64,0.0.0.0,MTSN_1_Kota_Bima_02,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
5BIM019072/02-01AI-DP_R_KOMPTR,00:1F:64:ED:4A:6A,0.0.0.0,MTSN_1_Kota_Bima_01,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
4PK005071/01-01AI-Dp_R_TU,00:1F:64:ED:4A:73,10.16.30.76,SMP Islam Pekl Jl. Dr. Cipto No. 39A,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13413400501,CAPWAP,,FitAP
4KS006238/01-02AI-Dpn_Resepsionis,00:1F:64:ED:4A:BE,10.15.12.52,GRAHA MULIA; Jl. Pesanggrahan Colo, Dawe Kudus,AE5100-E2AN2T,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010600P13413400526,CAPWAP,,FitAP
4PK005072/01-01BI-R_Tu,00:1F:64:ED:4A:CD,10.16.30.88,MTS Muhammadiyah Pekalongan Jl. A Yani,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13413400531,CAPWAP,,FitAP
4TG005087/01-01AI-Dp_LAB,00:1F:64:ED:4A:D3,10.15.18.157,SMPN 4 Tegal Jl. Setiabudi,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13413400533,CAPWAP,,FitAP
4TG000971/01-01AI-Lobby,00:1F:64:ED:4A:D6,10.15.18.39,Bina Sarana Informatika Tegal Jl. Cipelem,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13413400534,CAPWAP,,FitAP
4TG005758/01-01AI-Dp_R_Kepsek,00:1F:64:ED:4A:DC,10.15.18.92,SMK YPT Tegal Jl. Setia Budi 163,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13413400536,CAPWAP,,FitAP
4PK005071/01-02AI-Dp_R_Multi,00:1F:64:ED:4A:E2,10.16.30.77,SMP Islam Pekl Jl. Dr. Cipto No. 39A,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13413400538,CAPWAP,,FitAP
4PML005112/01-01AI-Hal_Dp_Sklh,00:1F:64:ED:4A:EE,10.15.16.41,SMK Almanar Pemalang Jl Markisa Kebondalem,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13413400542,CAPWAP,,FitAP
4TG000971/01-02AI-Office,00:1F:64:ED:4B:00,10.15.18.159,Bina Sarana Informatika Tegal Jl. Cipelem,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010600P13413400548,CAPWAP,,FitAP
4PK005070/01-01AI-Dp_R_II,00:1F:64:ED:4B:06,10.15.17.134,SMK Baitussalam Pekl Jl. Dharma Bakti,AE5100-E2AN2T,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010600P13413400550,CAPWAP,,FitAP
7MO001740/01-01AI-Smpng_Kantor,00:1F:64:ED:4B:09,10.14.0.31,Mitra_Play_Group_Manado (Samping ) Jl. Pinkan Matindas Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400551,CAPWAP,WAC-D7-PIK,FitAP
7BT001693/01-01AI-R_Komp,00:1F:64:ED:4B:12,10.14.6.20,SMKN_1_Bitung Jl A.A. Maramis Bitung,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400554,CAPWAP,WAC-D7-PIK,FitAP
7MO001741/01-01AI-Lobi,00:1F:64:ED:4B:18,10.14.8.12,Providensia_Play_Group_Manado Jl. Pinkan Matindas Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400556,CAPWAP,WAC-D7-PIK,FitAP
7MO000366/01-03AI-SMAN8-21F1491,00:1F:64:ED:4B:1E,10.14.5.73,SMAN_8_Manado Jl. Politeknik, Kel. Kairagi 2, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400558,CAPWAP,WAC-D7-PIK,FitAP
7MO001734/01-01AI-Dpn_Kls_VIIA,00:1F:64:ED:4B:21,10.14.2.160,SMPN_10_Manado Jl. A A. Maramis Paniki Bawah, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400559,CAPWAP,WAC-D7-PIK,FitAP
7MO001712/7MO-MO0101-1157AI,00:1F:64:ED:4B:33,10.14.8.84,SMKN_7_Manado Jl. Bunaken Barakuda Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001736/01-04AI-Smpng_R_Kepsek,00:1F:64:ED:4B:48,10.14.8.180,SMPN_14_Manado Jl. A.A. Maramis Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7TMH001866/7MOTMHA2217-Karitas-21C2217,00:1F:64:ED:4B:4E,0.0.0.0,SMA_Karitas_Tomohon Jl. Raya Tomohon,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7LAN001835/01-03AI-Dpn_Koperasi,00:1F:64:ED:4B:5D,10.14.8.15,SMKN_1_Kakas Jl. Raya Wasian Kakas, Pahaleten, Kakas,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001731/7MO-MO0101-1453AI,00:1F:64:ED:4B:60,0.0.0.0,SMP_St_Monika_Manado Jl. A. A Maramis Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001721/02-01AI-R_Guru,00:1F:64:ED:4B:66,0.0.0.0,SMP_Yos_Sudarso_Karombasan Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO000358/01-01AI-SMA_YPKM_Manado,00:1F:64:ED:4B:6C,0.0.0.0,Not set,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO000367/01-01AI-R_TU,00:1F:64:ED:4B:6F,10.14.5.58,SMAN_9_Manado Jl. Jusuf Hasiru Kompleks Kampus Unsrat Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400585,CAPWAP,WAC-D7-PIK,FitAP
7TMH001866/7MOTMHA2220-KelasM-21C2220,00:1F:64:ED:4B:81,0.0.0.0,SMA_Karitas_Tomohon Depan Kelas M Jl. Raya Tomohon,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
4KS003734/01-03AI-Depan_Lab_MA,00:1F:64:ED:4B:90,10.15.12.46,SUDIMORO KARANGMALANG KEL. KARANGMALANG KEC. GEBOG,AE5100-E2AN2T,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010600P13413400596,CAPWAP,,FitAP
7TDO001844/01-01AI-Dp_R_Guru,00:1F:64:ED:4B:93,0.0.0.0,SMPN_5_Tondano Desa Kembuan Tondano,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO000929/02-01AI-Dpn_Kls_Lt2,00:1F:64:ED:4B:99,10.14.4.48,STIBA_Bumi_Beringin Jl. 14 Februari nomor 17 Teling Bawah Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400599,CAPWAP,WAC-D7-PIK,FitAP
7MO001733/01-01AI-R_Guru,00:1F:64:ED:4B:AE,0.0.0.0,SMP_Kristen_45_Paniki_Bawah Jl. Paniki Bawah Dusun 1 Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001993/7MO-MO0101-0407AI,00:1F:64:ED:4B:BD,0.0.0.0,Dinas_Koperasi_Prov_Sulut Jl. 17,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO002023/01-01AI-Rg_Server-11F0311,00:1F:64:ED:4B:C3,10.14.2.95,Hotel_LionAir_Manado Ruang Server Jl. Piere Tendean Boulevard Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400613,CAPWAP,WAC-D7-PIK,FitAP
7MO001771/01-03AI-Dpn_Kls_VIIA,00:1F:64:ED:4B:C6,10.14.8.76,MTS_Nurul_Taqwa_Manado (Depan Klas VII A) Jl. Manguni Raya Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400614,CAPWAP,WAC-D7-PIK,FitAP
7MO000343/03-11AI-BagUmum-11F0124,00:1F:64:ED:4B:C9,10.14.3.194,Kantor_Walikota_Manado Lt3 Bagian Umum Kanan Jl. BalaiKota no.1 Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400615,CAPWAP,WAC-D7-PIK,FitAP
7MO000349/7MO-MO0101-1179AI,00:1F:64:ED:4B:CC,10.14.0.59,SMK_Pioneer_Manado Jl. Yos Soedarso 33B Kel. Paal Dua, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400616,CAPWAP,WAC-D7-PIK,FitAP
7TDO01842/01-01AI-Dp_Kls,00:1F:64:ED:4B:CF,0.0.0.0,SMPN_3_Tondano Jl. Sam Ratulangi Tondano,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7KTG001933/01-01AI-plasa-21F2372,00:1F:64:ED:4B:D5,10.14.7.19,Plasa_Telkom_Kotamobagu Jl. S. Parman Kotamobagu (Migrasi ke Cisco 20150918),AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400619,CAPWAP,WAC-D7-PIK,FitAP
7MO001809/01-02AI-Dp_Kelas7A-21F1463,00:1F:64:ED:4B:D8,10.14.4.101,SMP1_Eben_Haezar_Manado Depan Kelas 7A Jl 14 Februari 95, Teling Atas, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400620,CAPWAP,WAC-D7-PIK,FitAP
7TMH001907/01-02AI-Dlm_Lorong,00:1F:64:ED:4B:DE,10.14.7.40,Akper_Bethesda_Tomohon Komplek Akper Bethesda Kelurahan Kamasi Tomohon,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400622,CAPWAP,WAC-D7-PIK,FitAP
7TMH001907/01-01DI-Sblh_R_Dosen,00:1F:64:ED:4B:E1,10.14.7.41,Akper_Bethesda_Tomohon Komplek Akper Bethesda Kelurahan Kamasi Tomohon,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400623,CAPWAP,WAC-D7-PIK,FitAP
MOBAH00004/01-03AI-Sblh_Asrama2,00:1F:64:ED:4B:E4,0.0.0.0,Biara_MSC_Karombasan Jl. Sam Ratulangi Karombasan Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001822/01-01AI-SMK_Nusantara_Manado,00:1F:64:ED:4B:E7,0.0.0.0,Not set,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001774/01-02AI-Dpn_Kls2,00:1F:64:ED:4B:EA,0.0.0.0,SMA_Laurentius_Manado Jl. Maesa Ronomuut Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO002029/01-01AI-R_FKPPI,00:1F:64:ED:4B:ED,10.14.2.12,Korem_Manado Jl. Sam Ratulangi nomor 35 Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400627,CAPWAP,WAC-D7-PIK,FitAP
7MO001775/01-04AI-R_Lab_komp,00:1F:64:ED:4B:F0,0.0.0.0,SMK_Alkhairaat_Manado Jl. Daan Mogot 2 Banjer, Kec. Tikala Baru, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7TMH001909/02-02AI-Sblh_Aula,00:1F:64:ED:4B:F3,10.14.3.92,UNSRIT_Tomohon Jl. Perlombaan nomor 499 Kakaskasen 2 Tomohon,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400629,CAPWAP,WAC-D7-PIK,FitAP
7LAN001835/01-02AI-Dpn_Snggar_Kgtn,00:1F:64:ED:4B:F6,10.14.8.19,SMKN_1_Kakas Jl. Raya Wasian Kakas, Pahaleten, Kakas,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001736/7MO-MO0101-1464AI,00:1F:64:ED:4B:FF,0.0.0.0,SMPN_14_Manado Jl. A.A. Maramis Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
KSPEC00005/01-02AI-Shelter_Wico,00:1F:64:ED:4C:08,10.15.51.11,TELKOM STO PECANGAAN; Jl. RAYA PECANGAAN No.21, PECANGAAN KULON,AE5100-E2AN2T,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010600P13413400636,CAPWAP,,FitAP
PTKPTK00031/02-01AI-R_Baca,00:1F:64:ED:4C:0B,10.15.20.130,AKBID-PANCA-BHAKTI-I_JL-SEI-RAYA-DALAM_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13413400637,CAPWAP,WAC-D6-SKK,FitAP
7MO000941/01-03AI-dp_perpustakaan-21F1319,00:1F:64:ED:4C:0E,10.14.4.30,STT_Injili_Indonesia_Manado Jl. Tololiu Supit Teling Atas Manado (Depan Perpustakaan),AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400638,CAPWAP,WAC-D7-PIK,FitAP
6PTK001487/01-02AI-Dp_R_TU,00:1F:64:ED:4C:11,10.15.20.120,SMAN-6_JL-TANJUNGRAYA-II-GG-TANI_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13413400639,CAPWAP,WAC-D6-SKK,FitAP
7MO000941/01-02AI-office-21F1318,00:1F:64:ED:4C:14,10.14.4.175,STT_Injili_Indonesia_Manado Jl. Tololiu Supit Teling Atas Manado (Office),AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400640,CAPWAP,WAC-D7-PIK,FitAP
6PTK001492/01-01AI-Dpn_Kelas_XII,00:1F:64:ED:4C:17,0.0.0.0,SMKN-7-TERPADU_JL_PANGLIMA-AIM_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
6PTK001487/01-04AI-Dp_Kelas_X_A,00:1F:64:ED:4C:1A,10.15.20.43,SMAN-6_JL-TANJUNGRAYA-II-GG-TANI_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13413400642,CAPWAP,WAC-D6-SKK,FitAP
7MO001765/7MO-MO0101-1658AI,00:1F:64:ED:4C:26,0.0.0.0,SMA_Muhammadiyah_Manado Jl. Arie Lasut no.14 Ternate Baru, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001896/01-02AI-UPI_Manado,00:1F:64:ED:4C:2C,0.0.0.0,Not set,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001765/01-01AI-Dpn_R_Guru,00:1F:64:ED:4C:32,0.0.0.0,SMA_Muhammadiyah_Manado Jl. Arie Lasut no.14 Ternate Baru, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO000366/01-04AI-wms-21F1492,00:1F:64:ED:4C:35,10.14.5.45,WMS SMAN_8_Manado Jl. Politeknik, Kel. Kairagi 2, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400651,CAPWAP,WAC-D7-PIK,FitAP
7BT001692/01-01AI-Dpn_Kantor,00:1F:64:ED:4C:3B,0.0.0.0,SMK_Garuda_16_Bitung Jl. Perum Walikota Kadoodan, Madidir, Bitung,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7MO001771/7MO-MO0101-1409AI,00:1F:64:ED:4C:41,0.0.0.0,MTS_Nurul_Taqwa_Manado Jl. Manguni Raya Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
7BT001684/01-01AI-Dpn_Kantor,00:1F:64:ED:4C:4A,10.14.6.22,SMA_Advent_Bitung Jl Depot Pertamina Bitung,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400658,CAPWAP,WAC-D7-PIK,FitAP
7MO001730/7MO-MO0101-1661AI,00:1F:64:ED:4C:50,10.14.4.55,SMP_Advent_5_Manado Jl. Yos Sudarso no. 166 Kel. Kairagi Weru, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400660,CAPWAP,WAC-D7-PIK,FitAP
7TMH001866/7MOTMHA2218-Kantin-21C2218,00:1F:64:ED:4C:56,0.0.0.0,SMA_Karitas_Tomohon Depan Kantin Jl. Raya Tomohon,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
6PTK000138/01-04AI-Dp_Kelas_XII_IPS,00:1F:64:ED:4C:62,0.0.0.0,6PTK_SMA_ISLAMIAH,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
6PTK004324/01-01AI-Dp_Lab,00:1F:64:ED:4C:86,0.0.0.0,SMA-EMANUEL_JL-KS-TUBUN_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
7MO001801/01-02AI-diakonia-21F1472,00:1F:64:ED:4C:89,0.0.0.0,SMA_Diakonia_Manado Jl. Sam Ratulangi no.335, Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
6PTK004324/02-03AI-R_Kelas_Sma,00:1F:64:ED:4C:8C,0.0.0.0,SMA-EMANUEL_JL-KS-TUBUN_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
BTBTU00002/01-01AI-21-02097,00:1F:64:ED:4C:8F,0.0.0.0,SMP_Sitouw_Wangurar_Bitung,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
6PTK004324/02-02AI-R_Kelas_Smp,00:1F:64:ED:4C:95,0.0.0.0,SMA-EMANUEL_JL-KS-TUBUN_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00038/01-03CI-Dpn_Cafe,00:1F:64:ED:4C:98,10.15.21.8,CAFE-AMING_JL-ILHAM_PTK-eks-sma-pgri-tjraya,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13413400684,CAPWAP,WAC-D6-SKK,FitAP
7MO002023/0503AI-Rg_Tarsius-11F313,00:1F:64:ED:4C:9B,10.14.2.18,WMS_Hotel_LionAir_Manado Ruang Tarsius Jl. Piere Tendean Boulevard Manado,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:01010600P13413400685,CAPWAP,WAC-D7-PIK,FitAP
autoap,00:1F:64:ED:4C:A1,0.0.0.0,Not set,AE5100-E2AN2T,WAC-D7-MDO,WAC-D7-MDO,Disabled,SN:00000000000000000000,CAPWAP,WAC-D7-PIK,FitAP
6PTK001102/01-02AI-Dp_R_Guru,00:1F:64:ED:4C:A7,0.0.0.0,SMPN-4_JL-TANJUNGRAYA-I_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
6PTK001487/01-01AI-R_Guru,00:1F:64:ED:4C:AA,10.15.20.119,SMAN-6_JL-TANJUNGRAYA-II-GG-TANI_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13413400690,CAPWAP,WAC-D6-SKK,FitAP
