AP Inventory
AP Name,Ethernet MAC,AP IP Address,Model,Map Location,Controller Name,802.11b/g/n Status,Location
4BI003888/01-04BI-Dp_Lab,00:1F:64:EC:B3:A5,10.17.21.54,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMPN 2 Boyolali; JL. Pandanaran No. 25 Boyolali; Lt.1 Dp Lab
4BB004093/01-02BI-Dp_R_Aula,00:1F:64:EC:B3:BA,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Down,SMKN 1 Bulakamba Jl. Ry Kluwut_Blk
4SLW004055/01-02BI-Musholla,00:1F:64:EC:B3:C0,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Down,SMK Muh Adiwerna Jl. Ry barat Ujungrusi
DIS_4BI003881/01-02BI-R_Guru,00:1F:64:EC:B3:CC,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK Islam Sudirman Ampel_Jl.Tukangan,Candi,Ampel,Boyolali
SASAL00022/01-04BI-Slsr_Kamar,00:1F:64:EC:B3:DE,10.17.20.105,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,Pondok Keluarga_&#160;Jl. Osamaliki No. 15
4BI003888/01-02BI-Dp_R.Staff,00:1F:64:EC:B3:E7,10.17.21.49,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMPN 2 Boyolali; JL. Pandanaran No. 25 Boyolali; Lt.1 Dp R.Staff
4KT003861/01-01BI-Lab_Otomotif,00:1F:64:EC:B3:ED,10.17.22.21,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK MUHAMMADIYAH 4 KLATEN TENGAH_JL JOMBOR INDAH KM 1 BUNTALAN, KLATEN
4KT003862/01-01BI-R_TU,00:1F:64:EC:B3:F0,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK NASIONAL KLATEN_JL. MAYOR KUSMANTO KLATEN
4KT003859/01-03BI-R_Guru,00:1F:64:EC:B3:F6,10.17.22.66,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK MUHAMMADIYAH 2 KLATEN Utara_SETRAN, GERGUNUNG, KLATEN Utara, KLATEN
4BI003893/01-02BI-Lab_Komp,00:1F:64:EC:B3:FC,10.17.21.41,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK Dwija Dharma_Jl.Raya Boyolali-Solo Km 02 Mojosongo Boyolali
DIS_4SA005362/01-02BI-Satpam,00:1F:64:EC:B4:05,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,Plasa Telkom Salatiga; Jl. M Yamin; Pos Satpam
4BTG005077/01-02BI-Dp_Kls_IX_E,00:1F:64:EC:B4:0B,10.15.15.95,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Up,SMPN 3 Batang Jl. Ki Mangunsarkoro
4PW003799/01-02BI-Dp_R_Kpl_Sklh,00:1F:64:EC:B4:20,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMP Negeri 1 GUBUG_JL. LETJEND R. SUPRAPTO KEL. KUWARON KEC. GUBUG GROBOGAN
4JPA003711/01-01BI-Blkng_Kls_x6,00:1F:64:EC:B4:26,10.15.51.90,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU Negeri I MAYONG_Jl. Raya Kudus-Jepara Km.20
4KT003852/01-02BI-Aula,00:1F:64:EC:B4:2F,10.17.22.104,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK NEGERI 3 KLATEN: Jl. Merbabu No.11 Klaten; Aula
4KS003685/01-02BI-Dp_Kls_Xi_Ips,00:1F:64:EC:B4:32,10.15.12.34,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Muhammadiyah Kudus_Jl. KHR. Asnawi No. 19 Damaran Kec. Kota Kudus
4CP004503/02-01BI-R_Radio,00:1F:64:EC:B4:3E,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMA ISLAM BUANA KROYA_JL. MERAK NO. 28 BAJING KROYA CILACAP
4BM004492/01-01BI-Dpn_R_Multimedia,00:1F:64:EC:B4:47,10.15.28.11,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK NEGERI 3 KEDUNGMUTER BMS_JL. JEND GATOT SUBROTO NO. 1 KEDUNGUTER BANYUMAS -BANYUMAS
4PT003809/01-02BI-Dp_R_Kls_X_As,00:1F:64:EC:B4:4A,10.15.11.52,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Negeri 1 TAYU_Jl. Diponegoro Tayu No. - tlp. 0295 452478
4PW003790/02-01BI-R_Ats_Kls_12,00:1F:64:EC:B4:6B,10.15.11.122,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Muhammadiyah Purwodadi Grob_KHA. Dahlan No. 1 Kel. Kalongan Kec. Purwodadi, Grobogan
4KS003690/01-01BI-Dpn_R_Bk,00:1F:64:EC:B4:6E,10.15.53.25,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU NEGERI 1 GEBOG KUDUS_Jl. PR. Sukun-gebog Kudus
4JPA003724/01-03BI-Teras_Kelas,00:1F:64:EC:B4:71,10.15.51.32,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Islam Kholiliyah_Jl. Mbaleromo Banjarsari Kec.Bangsri
4DM003756/01-01BI-Lab_Kmptr,00:1F:64:EC:B4:74,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMPN 1 Gajah_Jl. Gajah-Dempet No. 19
4JPA003762/01-02BI-Dp_R_Kepsek,00:1F:64:EC:B4:77,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMPN 2 Pecangaan_Jl. Raya Kudus-Jepara, Pecangaan Kulon Pecangaan Jpa
SASAL00083/01-01BI-R.Staff,00:1F:64:EC:B4:86,10.17.20.198,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,Gerai Telkomsel; Jl. Veteran 12 Salatiga; Ruang Staff
4JPA003721/01-03BI-Koperasi,00:1F:64:EC:B4:89,10.15.10.127,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Bhakti Praja Jepara_Jl. HOS Cokroaminoto No.03 Jepara
4DM003754/01-02BI-Kls_Blkng,00:1F:64:EC:B4:8C,10.15.51.53,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP Pancasila_Jl. Sultan Fatah No. 73 - Katonsari KEC. Demak
CPUCEP00008/01-01BI-R_Lab_Ipa,00:1F:64:EC:B4:9B,10.15.52.18,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMA MUHAMMADIYAH CEPU RONGGOLAWE Gg KHA DAHLAN 6 BALUN CEPU KAB. BLORA
4SA004014/02-01BI-R_Aula,00:1F:64:EC:B4:A7,10.17.20.146,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP ISLAM SUDIRMAN 1 TENGARAN_JL MASJID BESAR 39 TENGARAN
4DM003745/01-02BI-R_guru,00:1F:64:EC:B4:B3,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMP Bhakti Negara_Jl. Raya guntur No. 293
4RB005737/01-02BI-Dp_R_Perpus,00:1F:64:EC:B4:BF,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK ANNURONIYAH SULANG_Jl. Raya Rembang Blora Km. 14 Kemadu Sulang Rembang, Kemadu , Sulang, SULANG, KAB. REMBANG 59254
4SA003945/01-02BI-Slsr_Kls,00:1F:64:EC:B4:CB,10.17.20.72,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 2 SALATIGA_JL.KARTINI 26 SALATIGA
4PW003789/01-01BI-Dp_R_Tu,00:1F:64:EC:B4:D4,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Ma'arif NU Wirosari Jl. Kuwu KM 3 - Kalirejo KEC. Wirosari
4UNR003984/01-03BI-Slsr_Kls,00:1F:64:EC:B4:E3,10.17.19.31,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 2 UNGARAN_JL LETJEND SUPRAPTO NO 65 UNGARAN
4DM005569/01-02BI-Lt_Atas,00:1F:64:EC:B4:E6,10.15.53.188,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK ALFATTAAH BOARDING SCHOOL_Sultan Fatah Setinggil Bintoro, Bintoro/Demak, DEMAK, KAB. DEMAK 59511
DIS_BIBYL00018/01-03BI-Pasi_Intel,00:1F:64:EC:B4:E9,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,KODIM Boyolali; Jl. Pandanaran Boyolali; R.Pasi_Intel
4UNR003986/01-02BI-R_Guru,00:1F:64:EC:B4:EC,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP NEGERI 4UNGARAN_JL ERLANGGA LANGENSARI UNGARAN
4KT003844/01-06BI-R_XI_IPA_2,00:1F:64:EC:B4:EF,10.17.22.87,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 2 KLATEN_JL. ANGSANA, TRUNUH, KLATEN Selatan
4DM003649/01-01BI-Lt_1,00:1F:64:EC:B4:F5,10.15.10.76,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,LPK Bina Siswa Mandiri_JL. Setinggil I/43 Demak
4KT003847/01-02BI-R_Kls_X,00:1F:64:EC:B5:04,10.17.22.4,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMA KARTIKA_JL.Angsana No.256 Trunuh, Klaten Selatan, Klaten
4BI003884/01-01BI-R_Kepsek,00:1F:64:EC:B5:0A,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP Muh 1 PK_Jl.Kemuning No 32 Boyolali
4PW005611/01-02BI-Dpn_R_Lab_Kmptr,00:1F:64:EC:B5:13,10.15.50.4,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Kristen Purwodadi_JL. DI Panjaitan, Purwodadi
4KS003702/01-02BI-Dp_R_Guru,00:1F:64:EC:B5:16,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU PGRI Kaliwungu Kudus Jl. Kudus-Jepara KM.6, Garung Lor, Kaliwungu Kudus
4BLA003830/01-02BI-Dp_R_Aula,00:1F:64:EC:B5:2E,10.15.11.118,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU Negeri 1 Tujungan_Jl. Gatoto Subroto Taman rejo, Kel Tutup-Tunjungan, Blora
4BI003905/01-02BI-Perpus,00:1F:64:EC:B5:31,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMAN 1 Simo_Jl.Ngadenan No 549 Pelem Simo Boyolali
DIS_BIBYL00018/01-04BI-Dandim,00:1F:64:EC:B5:3D,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,KODIM Boyolali; Jl. Pandanaran Boyolali; R. Dandim
4UNR005349/02-01BI-Perpus_Ats,00:1F:64:EC:B5:43,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,PERPUSTAKAAN KAB SEMARANG ATAS_Jl Alon-alon lama Ungaran
SASAL00020/01-04BI-Kost_Wanita,00:1F:64:EC:B5:46,10.17.20.137,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,KFC_Jl. Diponegoro no 43
4BLA003829/01-01BI-Pojok_R_Perpus,00:1F:64:EC:B5:49,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU Negeri 1 Randublatung_Jl. Blora 37 Randublatung
4BI003916/01-02BI-Lab_komp,00:1F:64:EC:B5:4C,10.17.21.11,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMPN 1 Simo_Jl.Singoprono Raya No 464 Simo Boyolali
4UNR003982/01-02BI-R_TU,00:1F:64:EC:B5:4F,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP GIRISONTA BERGAS_JL SUKARNO-HATTA KARANGJATI
4SA003929/01-02BI-Gor,00:1F:64:EC:B5:52,10.17.20.145,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMU SATYA WACANA_JL.DIPONEGORO 52-60 SALATIGA
4PW003790/02-01BI-R_Ats_Kls_10,00:1F:64:EC:B5:67,10.15.11.98,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK Muhammadiyah Purwodadi Grob_KHA. Dahlan No. 1 Kel. Kalongan Kec. Purwodadi, Grobogan
4UNR003989/01-01BI-Slsr_Kls,00:1F:64:EC:B5:6A,10.17.19.63,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP PGRI UNGARAN_JL. MT. HRYONO NO 14A UNGARAN
4KS003659/01-03BI-Lt1_Kls_Vii_A,00:1F:64:EC:B5:73,10.15.53.249,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMP IT Al Islam Kudus_Jl. Veteran No. 8 Kudus
4JPA003672/01-03BI-Dp_Kls_X2,00:1F:64:EC:B5:76,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU ISLAM AL HIKMAH_Jl. Raya Pancur Gg.I Mayong
4JPA003733/01-01BI-Dp_Lab-Kmptr,00:1F:64:EC:B5:7C,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Negeri I Kedung_Jl. Raya Bugel Pencangaan Km.1
RSK_4SA003940/01-01BI-R_Elektro,00:1F:64:EC:B5:8E,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK NEGERI 2_JL.PARIKESIT SALATIGA
4BA004477/02-02BI-Dpn_R_XI_IPA4,00:1F:64:EC:B5:9D,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMU NEGERI 1 BANJARNEGARA_JL LETJEN SUPRAPTO 93A
4SA003941/01-03BI-Kls,00:1F:64:EC:B5:B2,10.17.20.102,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK NEGERI 3_JL. KALIBENING
Q2-4PBG004530/01-04BI-Sebelah_R_Guru,00:1F:64:EC:B5:BB,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMKS MUHAMMADIYAH BOBOTSARI_JL. RS.YOSOMIHARJO NO. 8 BOBOTSARI
4JPA003753/02-01BI-Trs_Kls_Lt_2,00:1F:64:EC:B5:BE,10.15.10.143,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP Negeri 3 JEPARA_Jl. Sunan Mantingan Demaan Jepara
4KT003863/01-01BI-Kls_12_AK,00:1F:64:EC:B5:D0,10.17.22.76,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK PGRI KLATEN_JL.DR WAHIDIN S 67 KLATEN
4BI003892/01-03BI-R_BK,00:1F:64:EC:B5:E5,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK Bhinneka Karya Simo_Jl.Tambaksegaran No 50 Simo,Boyolali
4BI003915/01-03BI-R_TU,00:1F:64:EC:B5:E8,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMPN 1 Selo_Jl.Kihajar Saloka Km 1 Gebyog Selo Boyolali
4BI003883/01-02BI-R_Guru,00:1F:64:EC:B5:F7,10.17.21.27,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMKN 1 Boyolali_Jl.Perintis Kemerdekaan Boyolali
DM_4BI003901/01-02BI-R_Staff,00:1F:64:EC:B6:00,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,Gudang-Witel
4PW003789/01-02BI-Dp_Kls_Xii,00:1F:64:EC:B6:09,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Ma'arif NU Wirosari_Jl. Kuwu KM 3 - Kalirejo KEC. Wirosari
4BLA003831/01-01BI-Dp_R-Guru,00:1F:64:EC:B6:0F,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU Negeri 2 Cepu_Jl. Randublatung Km.5
4DM005576/02-01BI-Kelas,00:1F:64:EC:B6:1B,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK PONTREN DARUSSALAM DEMAK Jl.Kyai Jebat No.9 Demak
4RB003804/02-01BI-Dp_R_Kls_Xa,00:1F:64:EC:B6:1E,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK Muhammadiyah Pamotan Lasem Tajen II Kel/Kec.Pamotan Rembang
4PW003792/01-02BI-Dpn_R_Lab_Ipa,00:1F:64:EC:B6:39,10.15.51.13,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMK SATYA BHAKTI ILMU JL. RADEN PATAH NO. 128 KEL. GROBOGAN KEC. GROBOGAN
4KT003865/01-02BI-R_IXD,00:1F:64:EC:B6:48,10.17.55.5,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 2 KLATEN_JL. PEMUDA Selatan NO. 4 KLATEN
4SA003928/01-03BI-R_Guru,00:1F:64:EC:B6:4B,10.17.20.181,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMU KRISTEN 2_JL.ARGOLUWIH 15 SALATIGA
4BM004497/01-02BI-Dpn_kantin,00:1F:64:EC:B6:51,10.15.28.13,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 1 SOMAGEDE BMS_JL. RAYA SUMAGEDEW SOMAGEDE SOMAGEDE-BANYUMAS
4JPA003742/01-03BI-Teras_R_Kls,00:1F:64:EC:B6:54,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMKN I Bangsri_Jl. KH Ahmad Faujan Krasak Bangsri
4SA004014/01-02BI-Slsr_Kls,00:1F:64:EC:B6:57,10.17.20.118,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP ISLAM SUDIRMAN 1 TENGARAN_JL MASJID BESAR 39 TENGARAN
4UNR003993/02-03BI-Kls,00:1F:64:EC:B6:75,10.17.19.8,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMA ISLAM SUDIRMAN AMBARAWA_JALAN JENDERAL SUDIRMAN NO.2A
4DM003649/01-02BI-Lt_3,00:1F:64:EC:B6:78,10.15.10.80,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,LPK Bina Siswa Mandiri_JL. Setinggil I/43 Demak
4UNR003986/01-03BI-R_TU,00:1F:64:EC:B6:7E,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMP NEGERI 4UNGARAN_JL ERLANGGA LANGENSARI UNGARAN
4KS003674/01-01BI-Dp_R_Kepsek,00:1F:64:EC:B6:8D,10.15.53.155,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU ISLAM SUDIRMAN KUDUS_Jl. Jend. Sudirman Tenggeles Mejobo Kudus
4SA003944/01-03AI-Kantin,00:1F:64:EC:B6:9C,10.17.20.109,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMP NEGERI 1 SALATIGA; Jl. Kartini 24 Salatiga
4PT005713/01-02BI-R_Tu,00:1F:64:EC:B6:AB,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK DIPONEGORO_Jl. Kamboja No. 01
4SA003941/01-01BI-R_Guru,00:1F:64:EC:B6:C6,10.17.20.71,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK NEGERI 3_JL. KALIBENING
4PT005722/01-01BI-R_Teori_01,00:1F:64:EC:B6:C9,10.15.11.159,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMKN 3 PATI Jl. Sunardar No. 108 PATI
KTPEN00003/03-01BI-Dp_Kls_XH,00:1F:64:EC:B6:D2,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK N 1 Pedan Jl. Bhayangkara Pedan
4PT003808/01-01BI-R_Guru,00:1F:64:EC:B6:E7,10.15.11.125,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMU Negeri 1 PATI_Jl. Sudirman No. 24 Pati, tlp. 0295 381454
Q2-4PWT004620/0-02BI-R_Guru,00:1F:64:EC:B6:F3,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK TUJUH LIMA 1 PURWOKERTO_JL. MARGANTARA TANJUNG KEL. TANJUNG KEC. PURWOKERTO SELATAN
4SA003966/02-01BI-Kls_11,00:1F:64:EC:B6:FC,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMA VIRGO FIDELIS_Jl. Palagan no 59 Ambarawa
4BI003883/01-01BI-R_BK,00:1F:64:EC:B6:FF,10.17.21.50,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMKN 1 Boyolali_Jl.Perintis Kemerdekaan Boyolali
4PW005622/01-02BI-Dp_R_Mesin,00:1F:64:EC:B7:17,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMK PEMNAS JL Gajah Mada No 5 purwodadi
4KT003856/01-03BI-R_Kepsek,00:1F:64:EC:B7:2C,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK KRISTEN 4 KLATEN_JLN. BY PASS Selatan GUMULAN KLATEN
4KT003856/01-02BI-Perpus,00:1F:64:EC:B7:32,10.17.22.30,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK KRISTEN 4 KLATEN_JLN. BY PASS Selatan GUMULAN KLATEN
RSK_4KT003855/01-03BI-R_KlsXII_AK1,00:1F:64:EC:B7:3E,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK KRISTEN 2 KLATEN_JL. DR. WAHIDIN SUDIRO HUSODO NO. 42 KLATEN
4SA003941/01-02BI-Kls,00:1F:64:EC:B7:5F,10.17.20.133,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMK NEGERI 3_JL. KALIBENING
4DM003649/01-02BI-Lt_2,00:1F:64:EC:B7:62,10.15.10.134,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,LPK Bina Siswa Mandiri_JL. Setinggil I/43 Demak
SASAL00021/01-03BI-Lobby_Depan,00:1F:64:EC:B7:6B,10.17.20.70,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,Cafe Merah Putih_jl.diponegoro no.74b
DIS_4PW003787/01-01BI-R_Lab_Kmptr,00:1F:64:EC:B7:6E,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMU Negeri 1 Gabus Jl. Pandean Tirto - Tlogotirto KEC. Gabus
4UNR003976/01-03BI-Slsr_Kls,00:1F:64:EC:B7:77,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK FARMING SUWAKUL UNGARAN_JL.MERAPI 17 SUWAKUL UNGARAN
4DM003745/01-01BI-R_Depan,00:1F:64:EC:B7:86,0.0.0.0,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,SMP Bhakti Negara_Jl. Raya guntur No. 293
KTKLA00011/01-02BI-Dp_Mushola,00:1F:64:EC:B7:89,10.17.22.96,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,GOR Gelarsena Klaten; Jl. Mayor Sunaryo 24 Klaten; Dp_Mushola
4PW003798/01-01BI-R_Kls_7,00:1F:64:EC:B7:95,10.15.11.137,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP MUHAMMADIYAH PURWODADI Grobogan_Jl. Ahmad Dahlan Kel. Kalongan Kec. Purwodadi Grobogan
4PBG004549/01-01BI-R_Guru,00:1F:64:EC:B7:9B,10.15.27.145,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMPN 4 PURBALINGGA_JL. RAYA PENAMBONGAN PURBALINGGA
4BM004491/01-01BI-Depan_Aula,00:1F:64:EC:B7:9E,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMK NEGERI 2 SUDAGARAN BMS_JL. PRAMUKA NO. 42 SUDAGARAN BANYUMAS-BANYUMAS
DIS_BIBYL00018/01-01BI-Pasi_Ops,00:1F:64:EC:B7:AA,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,KODIM Boyolali; Jl. Pandanaran Boyolali; R.Pasi_Ops
4PBG004537/01-03BI-Dpn_Kls_VIIH,00:1F:64:EC:B7:B6,10.15.27.111,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMPN 1 BOBOTSARI_JL. MEKARJAYA NO 8 BOBOTSARI
4PWT004588/01-01BI-R_Guru,00:1F:64:EC:B7:E6,10.15.23.24,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,MTS MAARIF NU 1 AJIBARANG_JL. PANDANSARI AJIBARANG WETAN AJIBARANG-PURWOKERTO
4PW003773/01-01BI-R_Perpus,00:1F:64:EC:B7:E9,10.15.11.183,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Down,MA YAROBI GROBOGAN_JL. P. PUGER GG KAUMAN NO. 10 KM. 06 KEL. GROBOGAN KEC. GROBOGAN
DM_4BI003888/01-02BI-R_Guru,00:1F:64:EC:B7:EC,0.0.0.0,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Down,SMPN 2 Boyolali_Jl.Pandanaran No 35 Boyolali
4PW003774/01-02BI-Dp-R_Lab_Kmptr,00:1F:64:EC:B7:EF,10.15.11.138,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,MA YASPIA_JL. KAUMAN NO.2 RT.01 RW.02 KEL. NGROTO KEC. GUBUG
4DM003751/01-01BI-R_Guru,00:1F:64:EC:B7:F5,10.15.51.15,AE5100-E2AN2,WAC Jateng>>Gombel>>GBL 01,WAC-D4-GBL01,Up,SMP Negeri 1 KARANGTENGAH_JL. Sultan Patah Buyaran Demak
4UNR003993/02-02BI-G_Utama,00:1F:64:EC:B7:FB,10.17.19.48,AE5100-E2AN2,Root Area,WAC-D4-KBU01,Up,SMA ISLAM SUDIRMAN AMBARAWA_JALAN JENDERAL SUDIRMAN NO.2A
